Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
hjqogfqzfqhjkdguhoicmhgkizhkflhfdnlwnmofgfdgqjjgj,MonoalphabeticSubstitution,0.0637755102040816,h,g,f,j,q,o,k,d,z,hg,gf,fj,jq,qo
mfadotxustfbdaoqeeuazymdotuzspaizkagdftdamf,ceaser,0.0564784053156146,a,d,f,t,m,o,u,z,s,mf,do,ot,da,fa
qoenwmmdvmsyedzvnfttyoctzraisrbqpdepihyoqyohgwcwkylzapi,Vigenere,0.0336700336700336,y,o,q,e,w,m,d,z,t,yo,oq,qe,ew,wm
wgdutdsteufaemdsikmaoxmmeosrnanmxoawuboondsxrhodesoestxnnobeuwncoxatsllethrsx,ColumnarTransposition,0.0580997949419002,o,s,e,x,n,d,t,a,m,os,se,ex,xn,nd
uifbctfodfpgbmufsobujwftdmfbstuifnjoenbswfmpvtmz,ceaser,0.0602836879432624,f,b,u,t,m,o,s,i,d,ui,if,fb,wf,bs
xifonbljohbefdjtjpopgnjopsjnqpsubodfjibwfbmxbztgpvoejubewboubhfpvtupdpotjefsbmmuifqsptboedpotjowjubmnbuufstipxfwfstvdibtuifdipjdfpgbnbufpsbqspgfttjpouifefdjtjpotipvmedpnfgspnuifvodpotdjpvtgspntpnfxifsfxjuijopvstfmwftjouifjnqpsubouefdjtjpotpgqfstpobmmjgfxftipvmecfhpwfsofejuijolczuifeffqjoofsoffetpgpvsobuvsf,ceaser,0.0657426922995039,f,p,o,j,t,b,u,s,i,if,po,ui,jo,tj
mhehlxblmhextkg,ceaser,0.0666666666666666,h,m,e,l,x,b,t,k,g,mh,he,eh,hl,lx
eenrxgcocxieeixaeihhepioxnrtwxhhtthhfhhxstnrddsoea,ColumnarTransposition,0.0726530612244897,h,e,x,i,t,n,r,o,c,he,ex,xi,it,tn
vyfrgblahvxaophcvyfggonhgdfnqgndgebvajcicxjngxbkyfvlf,Vigenere,0.0500725689404934,g,v,f,n,y,b,a,h,x,gv,vf,fn,ny,yb
duthlpocaahshmanhedtlhnteheeaodsuoerdhtitrncawatdidiyefrhnetodheltfwda,ColumnarTransposition,0.0691511387163561,h,d,t,e,a,o,n,l,r,hd,dt,te,ea,ao
wputgnqumiktecobutypcwqmqwtfwiagnmcymjqucijmivkavkijkh,Vigenere,0.0454227812718378,m,i,w,u,t,q,k,c,j,mi,iw,wu,ut,tq
ywtzydbfirtrdmbqlplebcpxwizfodanwridlsnkbuenoxryzgqbtswumtgduuj,Vigenere,0.0348182283666154,d,b,w,t,r,u,y,z,i,db,bw,wt,tr,ru
lbhpnanaqlbhpnaglbhjvyynaqlbhjbaglbhyyorqnzaqvslbhqblbhyyorqnzaqvslbhqbag,ceaser,0.0795281582952815,b,l,h,a,q,n,y,g,v,lb,bh,na,aq,ag
ouifxezltrtrmltwgxnlpoocumdsbrmppgnpzlfprxnltwliumqbx,Vigenere,0.04644412191582,l,p,x,t,r,m,o,u,n,lp,px,xt,tr,rm
lsogfdwzajpgmcysrfhxqpbwqqoksbxwjrhebqcyopprwprdvtapvrrsc,Vigenere,0.0413533834586466,p,r,s,w,q,o,c,b,g,pr,rs,sw,wq,qo
tscsineeitepngreirhaaeilxesienhtedohhvcsbpina,ColumnarTransposition,0.0707070707070707,e,i,s,n,h,t,a,c,p,ei,is,sn,nh,ht
ozoyznkingxgizkxoyzoikdikrrktikulznkyzxutmsgtzngznkigthxotmsusktzuayoyyakyzuznkluxkgtjsgqkgjkioyoutghuazznksznkckgqgxkgrcgeyluxikjzujkiojkhkzckktgrzkxtgzobkyznkengbktuzinuyktznksykrbky,ceaser,0.0756117842717985,k,z,g,y,n,t,u,o,i,zn,nk,yz,kt,oy
zapjnxabyzxizulfcaicnxnzi,MonoalphabeticSubstitution,0.0633333333333333,z,a,n,x,i,c,p,j,b,za,an,nx,xi,ic
lwtcedhhxqatbpztiwtstrxhxdchcdltktcxuprixdcxhxciwtujijgtpgtkxhtsstrxhxdcjhjpaanxhqtiitgiwpcdctgtprwtspiiwtaphibdbtci,ceaser,0.0707646176911544,t,x,i,c,h,p,d,w,a,wt,xh,hx,iw,dc
hoorefdogcorrsxrheuxsfyoherestrengh,ColumnarTransposition,0.0789915966386554,r,o,e,h,s,f,g,x,d,ro,oe,eh,hs,sf
dmssrmrafetxerureoohahytrmwxsejm,ColumnarTransposition,0.0604838709677419,r,m,e,s,a,t,x,o,h,rm,me,es,sa,at
whnumblghmtiextltgmlmtmxunmvxkmtbgmrbltkbwbvnehnlhgx,ceaser,0.0693815987933635,m,t,b,l,h,n,g,x,w,mt,hn,bl,lt,gm
hiowzhcxhpqchphyxeihpgopwd,MonoalphabeticSubstitution,0.08,h,p,i,o,w,c,x,z,q,hp,pi,io,ow,wc
nseiiisetsesblexaavltdahispewftxdeaktfkxbrrelcsxhecbetwxcrtuattxoefsluhxnpeniiox,ColumnarTransposition,0.0591772151898734,e,t,x,s,i,a,l,n,b,et,tx,xs,si,ia
ybejweolzhnrybrhanfljulmlsna,MonoalphabeticSubstitution,0.0423280423280423,l,n,y,b,e,j,h,r,a,ln,ny,yb,be,ej
zpvdboopuibwfzpvsdblfboefbuju,ceaser,0.0615763546798029,b,p,o,u,f,z,v,d,i,zp,pv,db,bo,fb
gpchrjhxbsqwrfcyhrthcjqvohu,MonoalphabeticSubstitution,0.0512820512820512,h,c,r,j,q,g,p,x,b,hc,cr,rj,jq,qg
snrsbkeunohyinnemottxoftkehxbtiohcx,ColumnarTransposition,0.0521008403361344,n,o,t,e,h,x,s,b,k,no,ot,te,eh,hx
sxfznwuyfkhfsxvssxfbm,MonoalphabeticSubstitution,0.0714285714285714,s,f,x,z,n,w,u,y,k,sf,fx,xz,zn,nw
nmxwcknbueaxeazuyqmfongjefmqaxgouftrsznizeayckzviqekywtpk,Vigenere,0.0363408521303258,e,n,k,a,z,m,x,u,y,en,nk,ka,az,zm
jrorzbaoaajzeeoiwyizqjaebwyxjroxpbk,MonoalphabeticSubstitution,0.0571428571428571,j,o,a,r,z,b,e,i,w,jo,oa,ar,rz,zb
xjhcvthpatuwbjllfzvphulupqflavfzwxzyclalfzzspmzkljkqzhavlfz,MonoalphabeticSubstitution,0.059614260666277,l,z,f,h,v,p,a,j,u,lz,zf,fh,hv,vp
niypylsnbchanbylycmumyumihuncgyzilypylsjoljimyohxylbyupyhuncgyniqyyjuhxuncgynifuoabuncgynigiolhuhxuncgynixuhwy,ceaser,0.0760633861551292,y,n,u,i,h,l,c,g,b,ni,un,nc,cg,gy
qbunypylxcmaluwyqygusbupyxymylpyxcncmufgimnufqusmchioljiqylnilyymnuvfcmbiolwbuluwnyl,ceaser,0.0659781985083189,y,u,l,m,n,c,i,q,b,yl,bu,py,cm,ny
gxyzugiuxyufylzlvwtzliwxepwixquitddwltfflfbuiwiwltuvxqxyl,MonoalphabeticSubstitution,0.0664160401002506,l,x,u,i,w,y,f,t,z,lx,xu,ui,iw,wy
okpjgjwmlgxdvpnpvpwgfvp,MonoalphabeticSubstitution,0.0711462450592885,p,g,v,j,w,o,k,m,l,pg,gv,vj,jw,wo
slaeonpmxayveedaacstesaickhoiiaaimtxshlirnhwxpbighlseuieyhddeixnrmvnashx,ColumnarTransposition,0.0543818466353677,a,i,e,s,h,x,n,l,m,ai,ie,es,sh,hx
othtiieittlithxhdoleasigbansaxehuiotteievgmsxregtffbvtaetitxtahtltrlnorinhe,ColumnarTransposition,0.0767567567567567,t,i,e,h,a,o,l,x,s,ti,ie,eh,ha,ao
poyvjinbucmzyymgvepdicmyjcpokfnkibjmnmdjlpzbcymmnhcz,Vigenere,0.0542986425339366,m,y,c,p,j,n,i,b,z,my,yc,cp,pj,jn
gokwogsxmpczkzcfsjdxtd,MonoalphabeticSubstitution,0.0346320346320346,g,o,k,s,x,c,z,d,w,go,ok,ks,sx,xc
boaeemsneskxhgnhaxeizhoexdocoroldato,ColumnarTransposition,0.0587301587301587,o,e,a,x,h,s,n,d,b,oe,ea,ax,xh,hs
wdptyhcajfjazycqtbmseaemzdlhtlhipgompqucsacbzzerrzwwwpvkuvd,Vigenere,0.0338983050847457,z,w,p,c,a,d,t,h,m,zw,wp,pc,ca,ad
layrgcnjryzzjbsykxjvzhhajlysjvoyynzryslaoyyuobzwvfpha,Vigenere,0.0595065312046444,y,j,z,a,l,r,s,v,h,yj,jz,za,al,lr
mujullkxyzukbkxesotjozyinuoikhkzckktzxazngtjxkvuykzgqkcnoineuavrkgykeuaigttkbkxngbkhuzn,ceaser,0.0622828120823309,k,u,z,n,x,t,g,y,o,kx,bk,kb,tj,in
cfxczmjouuklvsuxatvtjqogtdqpskmfjtatxitqaydueeyamue,Vigenere,0.0423529411764705,t,u,a,x,m,j,q,e,c,tu,ua,ax,xm,mj
ouimumhrdedrhgdtinsgnthikuboudcmgsuuxuxbguacnirdboibednuhhbou,MonoalphabeticSubstitution,0.0650273224043715,u,d,i,h,b,o,g,n,m,ud,di,ih,hb,bo
atdafestosrxsinsoxbhtetxpuapdh,ColumnarTransposition,0.0528735632183908,t,s,a,x,d,e,o,h,p,ts,sa,ax,xd,de
sodenpavyxdtaxdooytxpteaxfaennobmaerhrtxiiniianetg,ColumnarTransposition,0.0595918367346938,a,e,n,x,t,o,i,d,p,ae,en,nx,xt,to
rgtjcruuqogfcakvyknndgrngcucpvvqtgogodgtgxgpvjku,ceaser,0.0647163120567375,g,c,u,v,r,t,o,k,n,gt,og,dg,pv,tg
slobqgjxrczcehjyywhidttkrejnttsxncvwftheslibacuigxvhfwyijlnntt,Vigenere,0.0391327340031729,t,j,c,h,i,n,s,l,x,tj,jc,ch,hi,in
ilxvhxirlmstlersbdwakakslwc,MonoalphabeticSubstitution,0.0427350427350427,l,s,i,x,r,w,a,k,v,ls,si,ix,xr,rw
ujtghbuebgndscbzoszueb,MonoalphabeticSubstitution,0.0562770562770562,b,u,g,e,s,z,j,t,h,bu,ug,ge,es,sz
salclstxsehfelbdbnlhytwxydawpooxwaretohxissruduxeriiastddephcguedtoesanxivewuoor,ColumnarTransposition,0.0490506329113924,e,s,x,d,o,a,t,l,h,es,sx,xd,do,oa
laoedrnidahetnlehrnioctnidrcoytpaumhehwdiuorscaexwwteessfenhtqmhhicieo,ColumnarTransposition,0.0559006211180124,e,h,i,o,n,t,a,d,r,eh,hi,io,on,nt
ncbufafxgaxjuqkgudxmjhwquwijatdvywkltilkpjatmguqjbdzdc,Vigenere,0.0391334730957372,u,j,a,d,x,g,q,k,w,uj,ja,ad,dx,xg
wohxsherswdmechoaaiahuexmicfectxgsnl,ColumnarTransposition,0.0444444444444444,h,e,x,s,c,a,w,o,m,he,ex,xs,sc,ca
vumwnnqyuvlliqxwvwylydbxuvsvhnuyujdxcxqqxscxquyujgvmsnuxdpxtum,MonoalphabeticSubstitution,0.064516129032258,u,x,v,q,y,n,m,w,l,ux,xv,vq,qy,yn
billipzotrmtwaejmipotovie,MonoalphabeticSubstitution,0.0533333333333333,i,o,t,l,p,m,e,b,z,io,ot,tl,lp,pm
ieneatxskaooaxetbodaxniebdhtitrniwxdgsyiahamhantthhcottewewnnsxfpycnhx,ColumnarTransposition,0.0592132505175983,t,n,a,e,x,h,i,o,s,tn,na,ae,ex,xh
eielbmcizscapmgxxufdjtqbnxehxkjruyemilcfeencgwihngghgq,Vigenere,0.0405310971348707,e,g,i,c,x,m,n,h,l,eg,gi,ic,cx,xm
gjyyztjaygvoutoldevkdazjidsuzsrdsmtuywitmfjgxxvurfnvvsvxee,Vigenere,0.0417422867513611,v,j,y,t,u,d,s,g,z,vj,jy,yt,tu,ud
seuurimcuuztrkrftrlrjf,MonoalphabeticSubstitution,0.0779220779220779,r,u,t,f,s,e,i,m,c,ru,ut,tf,fs,se
otatwtnnhdrxhoyiexenoaotrdu,ColumnarTransposition,0.0598290598290598,o,t,n,a,h,d,r,x,e,ot,tn,na,ah,hd
qfppkvovcrtelppanvpltvroxk,MonoalphabeticSubstitution,0.0646153846153846,p,v,k,o,r,t,l,q,f,pv,vk,ko,or,rt
rfcumpqrdmpkmdglcosyjgrwgqrmrpwrmkyicslcosyjrfgleqcosyj,ceaser,0.0525252525252525,r,c,m,g,s,y,p,q,l,co,os,sy,yj,rf
nmgndaeyeoeriexxetsxelrlstthsxnpwnyrtgmxneiteaylet,ColumnarTransposition,0.0710204081632653,e,t,n,x,y,r,s,l,m,et,tn,nx,xy,yr
nenhfynnttfftdhremstoynxavegilewudtxeayverantero,ColumnarTransposition,0.0602836879432624,e,n,t,f,y,r,a,h,d,en,nt,tf,fy,yr
yzxdndjinkvmodxpgvmgtdhkjmoviojizncvqzvgrvtnhvyzhzngzzktkzmcvknwzxvpnzdfijrocvodrdggcvqzojhvfzoczhwtdinodixoviyocdifdibocdibnjpodnjigtrcvojoczmkzjkgzozgghzdncjpgyyj,ceaser,0.0594792757743528,z,o,d,v,n,j,i,g,c,cv,oc,di,od,dn
habfgretrernentxnlteoaseuheihmuxoleescshottlflbx,ColumnarTransposition,0.0611702127659574,e,t,h,l,r,n,x,o,s,et,th,hl,lr,rn
mcshhgjcquwfnifmchfmmhbdgujccofhscchfmcuvfyhdcxuiqofodngffv,MonoalphabeticSubstitution,0.0724722384570426,c,f,h,m,u,g,d,o,s,cf,fh,hm,mu,ug
eqeramxlsyxhigmwmsrgerrizivfiwemhxsfipsrkxslmqwipjlimweweaezisjxliwiesvejiexlivmrxliemvalmglizivcfviidifpsawefsyx,ceaser,0.0677939317319848,i,e,m,s,x,l,w,r,v,li,xl,we,zi,iv
keavkkjlczerliepnsplwnk,MonoalphabeticSubstitution,0.0553359683794466,k,e,l,p,n,a,v,j,c,ke,el,lp,pn,na
fmqdsoaijskinqpdjqwyqpajbfibdqkpfmtlnujptcmrzqzotnm,Vigenere,0.0423529411764705,q,m,j,p,f,d,i,n,t,qm,mj,jp,pf,fd
reenlgehkfgafltttselranbsiehia,ColumnarTransposition,0.0597701149425287,e,l,a,t,r,n,g,h,f,el,la,at,tr,rn
phqxlppiwoftfapucfwzmurwtzeokyfahbslwiixnxhghawsbypbqmwlrfzs,Vigenere,0.0389830508474576,w,p,f,h,x,l,i,a,z,wp,pf,fh,hx,xl
amwewlxkowaeixeapnhamweapdy,MonoalphabeticSubstitution,0.0712250712250712,a,w,e,m,x,p,l,k,o,aw,we,em,mx,xp
erereetroexmgsoditurenphtmbtensxetfaennhairxonrnarffmdoleyoetreptsciirhwaelnj,ColumnarTransposition,0.0669856459330143,e,r,t,n,o,i,a,x,m,er,rt,tn,no,oi
vsusesloeifrteaxiuaxybhxntpxhatxrotngiex,ColumnarTransposition,0.0525641025641025,x,e,t,s,i,a,u,o,r,xe,et,ts,si,ia
nlrrfhextywsgarxcyolnoanrtaaoraxoostddcdunieoctx,ColumnarTransposition,0.0558510638297872,o,r,a,n,x,t,c,d,l,or,ra,an,nx,xt
gsjzycpolugwjzyvrnfuymcsltxyegwtufnddyzhpgdvzmxpyfxrxws,Vigenere,0.0397306397306397,y,g,z,x,s,p,u,w,f,yg,gz,zx,xs,sp
dadzqzmazgodixgdizyojwzodhdyvndrvnbjdibdiojvmjjhapggjakzjkgzdrjpgynvtojhtnzgatjpmzoczxgzqzmznohzhwzmjajizjaoczxgzqzmznoavhdgdzndioczxgzqzmznoxgvnnjaoczxgzqzmznoivodjirctncjpgytjpwzamdbcozizy,ceaser,0.0689501531606794,z,j,d,o,g,n,a,m,i,zm,xg,zq,qz,di
pfpmxznwxvseveyeopibwonrlydivobulmkekvitrjavrokvtecoagv,Vigenere,0.0417508417508417,v,e,o,p,i,r,k,m,x,ve,eo,op,pi,ir
werwhlpahyonemnxrectediserkhtlse,ColumnarTransposition,0.0524193548387096,e,r,h,w,l,n,t,s,p,er,rh,hw,wl,ln
sjbrtembjzcblcfovacrmthjee,MonoalphabeticSubstitution,0.0461538461538461,j,b,e,c,r,t,m,s,z,jb,be,ec,cr,rt
lassdlefxterldteernadshnarfomyeeomsoblulibhlx,ColumnarTransposition,0.0555555555555555,l,e,s,a,d,r,o,f,x,le,es,sa,ad,dr
mogakpzgujsrvyumrvymmsisuxnmcylkjpzufrosgkumqpeovffrov,Vigenere,0.0461215932914046,m,u,o,s,r,v,g,k,p,mu,uo,os,sr,rv
enanymsttxeeahxioohonrnmnhydelrottxmccex,ColumnarTransposition,0.0615384615384615,e,n,t,x,o,m,h,a,y,en,nt,tx,xo,om
afjagkyartkmkvuvspejrqmncxyuyiajwfvnvijkzdstenwfdesf,Vigenere,0.0369532428355957,a,f,j,k,v,y,s,e,n,af,fj,jk,kv,vy
ehaoareyhnaswxnuldcelioeenhorsrmserhteregd,ColumnarTransposition,0.0673635307781649,e,r,h,a,o,n,s,l,d,er,rh,ha,ao,on
lqaixxwqvbumvbqabpmvczamwneqalwu,ceaser,0.0544354838709677,q,a,w,v,b,m,l,x,u,qa,vb,mv,lq,ai
bjrfdiwfblttitzytkjanqbjrzxystyitjanqymfylttirfdhtrj,ceaser,0.0625942684766214,t,j,y,r,f,i,b,d,l,bj,jr,rf,fd,lt
vwuakagfkhsjlaumdsjdqaehgjlsflgfwkzsnwsdosqkesvwewkdwwhqhwjzshktwusmkwacfgolzslaoaddzsnwlgescwlzwetqafklafulsfvlzafcafylzafykgmlakgfdqozslglzwjhwghdwlwddewakzgmdvvg,ceaser,0.0594792757743528,w,l,a,s,k,g,f,d,z,zs,lz,af,la,ak
wydhehcgcqldveueaovcvn,MonoalphabeticSubstitution,0.0476190476190476,e,c,v,d,h,w,y,g,q,ec,cv,vd,dh,hw
whftrndrexixoeoheotltpoxugresnligesx,ColumnarTransposition,0.0539682539682539,e,x,o,t,r,h,n,i,l,ex,xo,ot,tr,rh
lbherbaylnqbtbyqsryybjnqbtnaqlbhirunqlbheqnlohgarirensevraqbsnyyzlsevraqfunforragehregunalbhnyjnl,ceaser,0.0637886597938144,n,b,r,l,q,e,a,y,h,lb,bh,nq,qb,aq
amtnlmvqitqaxiqvnctnwziuwumvbjcbdmzgiozmmijtmqvbpmmvl,ceaser,0.0602322206095791,m,v,i,t,q,n,z,b,a,mv,tn,qv,vb,mm
ymcdvwcmevdlogcqpbcnibrijxjoqmugiczmwsuhuiqwzwucajt,Vigenere,0.04,c,m,w,i,u,q,j,d,v,cm,mw,wi,iu,uq
bjwwjnqipqhgzbumipdgymnuenizogylfiizwtxmvhxntssobljzkmobyrmsqz,Vigenere,0.0364886303543098,i,z,m,b,n,j,w,q,g,iz,zm,mb,bn,nj
mjbmtmfxfhmtnhjmfxywtzgqj,ceaser,0.07,m,j,t,f,x,h,b,n,y,mt,mf,fx,mj,jb
dhrhfxoggiyxhyfyuaphfkhfkohjjhjxgpadqwhfxyxogymroybjgsohqo,MonoalphabeticSubstitution,0.0653357531760435,h,o,y,f,x,g,j,d,r,ho,oy,yf,fx,xg
ldjuhhzlwkdjdvvlcwkdwgrjvsrvvhvvvrphwklqjyhubolnhdfrqvflhqfh,ceaser,0.0661016949152542,v,h,l,d,j,w,r,k,q,vv,wk,dj,kd,ld
qxwaykjqakcgtzamtzaagsgepsgmmgdxztjbjzsjkfqxbqaiczljklwkbjkkbggbmgcgblgyvkwsagdjakqcjmqnapzsvkcgsqzdkczk,MonoalphabeticSubstitution,0.0593726661687826,k,g,a,j,z,q,c,s,b,kg,ga,aj,jz,zq
hermemoseeealttmosslsimlyskxaiiisinldclniotputolwnoothexthesrfiakrshed,ColumnarTransposition,0.060455486542443,e,s,i,o,l,t,h,m,r,es,si,io,ol,lt
oxxyqbuqbnfussinziabigexfynqxzvgqjnusaxlmnqxxonrjnusaxlmnxnusqbuazfjurqxbvmojnqbrgnjluazqxfugqqbrgnjl,MonoalphabeticSubstitution,0.0619801980198019,n,x,q,u,b,j,s,a,g,nx,xq,qu,ub,bj
sinyttihrypomnselaboierupuegtbhashx,ColumnarTransposition,0.0386554621848739,s,i,t,h,e,n,y,r,p,si,it,th,he,en
tlymdnbrdsudsdhjememonkldstonkmtlymdnbwgjtdtekpdrdswddpemonkldsophdlptlmseilkhogsmdtdiegmdkjonoofejtlm,MonoalphabeticSubstitution,0.0667831489031256,d,m,t,l,o,s,e,n,k,dm,mt,tl,lo,os
gatibedysaxotxujraguefgatjfpewtijugatgfdgavtlxptmwebwwegewyi,MonoalphabeticSubstitution,0.0570621468926553,g,t,a,e,w,i,x,u,j,gt,ta,ae,ew,wi
eaazmrfqdmtqmdfidgzspqoueuazeayqftuzsuzqhufmnxkaoogdefaomefpagnfazkagdotauoqtaxpuzsefqmpkmsmuzefftmfpagnfgegmxxkbdahqekagdpqoueuaz,ceaser,0.0595110316040548,a,f,e,m,u,z,q,g,d,az,uz,ef,ag,zs
ewedlxshtnbxdtherxrooeoxsgeaaxyhmrdxuurdnxllimpealtpax,ColumnarTransposition,0.0566037735849056,x,e,d,l,r,a,h,t,o,xe,ed,dl,lr,ra
hmtxmcltryletolxfhsiaeekwoiontsxeeix,ColumnarTransposition,0.0539682539682539,e,t,x,l,o,i,h,m,s,et,tx,xl,lo,oi
zbkthswxvavvlvamxirylbrwlhamzswnlsmtndrnvjyarngs,Vigenere,0.0460992907801418,v,s,a,l,r,n,w,m,z,vs,sa,al,lr,rn
gwbojfbuijxjpihcdioudiegufocwdgiojsuztjgidwxcwdgortkjjp,MonoalphabeticSubstitution,0.0579124579124579,j,i,g,o,d,w,u,c,b,ji,ig,go,od,dw
itstybfnyktwnijfqhnwhzrxyfshjxstwymjgjxytuutwyzsnynjxymjdbnqqsjajwhtrj,ceaser,0.0596273291925465,j,y,t,n,s,w,h,x,f,tw,xy,jx,st,ny
golydajtkweipauxigfiesegtokztpmlpoiugeipnixeiphtsdvwirbtv,Vigenere,0.0476190476190476,i,t,e,p,g,o,l,d,a,it,te,ep,pg,go
iakmqwphqqygfqwkwrayqxmrxugykwrukqxqfqwjdygiyxapqrpqay,MonoalphabeticSubstitution,0.0726764500349406,q,y,w,a,k,r,x,p,g,qy,yw,wa,ak,kr
uhloithreidxgedvlxofrlhahoirchttgant,ColumnarTransposition,0.0523809523809523,h,t,l,o,i,r,e,d,x,ht,tl,lo,oi,ir
ouivubvurnoypgzfgclmnuhnzur,MonoalphabeticSubstitution,0.0512820512820512,u,n,o,v,r,g,z,i,b,un,no,ov,vr,rg
ryoksqclgscdyxodgkydyblyictyiucbbczjyiqcbyzcdacbgvdqcvglc,MonoalphabeticSubstitution,0.0708020050125313,c,y,d,b,g,q,l,i,o,cy,yd,db,bg,gq
enimvfsyizoloveqvsfenmtni,MonoalphabeticSubstitution,0.0533333333333333,e,n,i,v,m,f,s,o,y,en,ni,iv,vm,mf
axpahyhkxvtlmlteeixkbelpbeegxoxkltbemaxlxt,ceaser,0.0743321718931475,x,e,l,t,a,k,b,p,h,be,ax,lt,ee,xk
nhswssajgrlmkwntrlugrsqegzxsthewwonfcrayglvcxkiuerqegzxcnpcmhz,Vigenere,0.0380750925436277,s,g,r,n,w,e,c,h,l,sg,gr,rn,nw,we
ukqywjpdwracajeqosepdkqplwpeajya,ceaser,0.0544354838709677,p,a,q,w,j,e,k,y,d,kq,pd,aj,uk,qy
ijpnlepioyhxkeesdaexrsexendotntnilrx,ColumnarTransposition,0.0587301587301587,e,n,x,i,p,l,o,s,d,en,nx,xi,ip,pl
ajwkhwulxsalztmlvgmtlakozslywlkqgmsfwvmuslagf,ceaser,0.0565656565656565,l,a,w,s,m,k,g,u,z,gm,la,sl,aj,jw
nnnfvafplsgxlgaiarenphtedrlaexdycoasaeiydwsiirnh,ColumnarTransposition,0.0487588652482269,a,n,i,e,l,s,r,d,f,an,ni,ie,el,ls
ofbdsefswfddfdpsefxhvs,MonoalphabeticSubstitution,0.0995670995670995,f,d,s,e,o,b,w,p,x,fd,ds,se,eo,ob
tfzkfbrvganfzocfmgbeidnilgkrfdnoinvyrdnbrfdnvqnca,MonoalphabeticSubstitution,0.0552721088435374,n,f,r,d,b,v,g,i,z,nf,fr,rd,db,bv
cdhreoexwwiootoxynhhvdwxueiinaaxoihsuuhursfadmdxbtitlreleianeeexlgnsanrxshcodtrd,ColumnarTransposition,0.0518987341772151,e,x,d,h,o,i,r,n,a,ex,xd,dh,ho,oi
znkhkyzcgeuazulgjolloiarzeoyznxuamnoz,ceaser,0.0555555555555555,z,o,n,u,a,l,k,y,g,zn,yz,ua,nk,kh
cnrusuuocejndrjykndqaeqrjuodnasrkxdaxrfvzgxrfxzqbrtjhg,Vigenere,0.0454227812718378,r,n,u,j,d,x,q,a,c,rn,nu,uj,jd,dx
djhcagrsenlsawsnmeenhengogoyinyasrwbeerrllaiachetaesaeaahcednselscntdi,ColumnarTransposition,0.0703933747412008,e,a,s,n,h,c,r,l,d,ea,as,sn,nh,hc
dswoscvsuokbsfobyppvoodsxqofoxdckxnsdcmebboxdsccdbyxqkccyyxkccywodrsxqmywocsxdycsqrdsdsccgozdzkcdeckxncywodrsxqovcodkuocsdczvkmokxndrkddyygsvvlocgozdkgki,ceaser,0.0734434124527003,c,d,o,s,k,x,y,v,b,ds,wo,od,sx,xq
groxsgkciyexqsgkcceboypofobidrsxqsxkpogiokbcrkfsxqlooxwscdkuoxkdryeckxndswocsgkcxydrkvpcyceboypwycddrsxqckcsgkclopybokdzbocoxdskwrkbnviceboypkxidrsxqledgrkdqynrkcbofokvon,ceaser,0.063418029933867,o,k,c,x,s,d,r,y,b,kc,bo,xq,dr,sx
oxauxcqnfrwcnarbyjbccqnajrwrbxenajwmpxwncqnouxfnabjyynjaxwcqnnjacq,ceaser,0.0722610722610722,n,a,c,x,j,q,w,r,b,cq,qn,na,ux,rw
mxxngeuzqeebdaoqqpeaznqxuqreadvgpsyqzfarbdanmnuxufuqemzpzafazoqdfmuzfuqe,ceaser,0.0629890453834115,q,e,u,z,a,f,m,x,n,qe,uq,uz,bd,da
wbcetlnnujbjcbcctuppuceutu,MonoalphabeticSubstitution,0.0923076923076923,c,u,b,t,e,n,j,p,w,cu,ub,bt,te,en
jemxlegxwtvsqtxpcerhfsphpcsrxlisggewmsrsrwpirhivizmhirgi,ceaser,0.0551948051948051,s,r,i,e,x,g,p,h,m,sr,xl,pc,rh,ir
wmharxelteexodmotxrosrdxmaaloxohtsmxnaovhxfhoens,ColumnarTransposition,0.0691489361702127,x,o,m,h,a,e,r,t,s,xo,om,mh,ha,ae
lebnoxeastoxielifxiepteemhootrodshnxtfnechfbieex,ColumnarTransposition,0.0709219858156028,e,o,x,t,i,n,f,h,l,eo,ox,xt,ti,in
yjpwonviyhdnompnovmzoczhzmzkvidxjaodhdydhvbdivodjircdxcocznozvyavnoczvmordggxjilpzmviyoczgvmbzhdiyomvinxziy,ceaser,0.0634808675718568,o,v,z,d,i,y,m,n,c,vi,iy,no,oc,cz
vqavbzneufvhdbfqmlndbibfyvbfnnieounlwbfhofvqambujonunosbih,MonoalphabeticSubstitution,0.0604960677555958,b,n,f,v,u,o,q,h,i,bn,nf,fv,vu,uo
mmxmocgqzlgpppjzxeplsgxjozgloqijkpkhbdzynaqcmfjskhcgpt,Vigenere,0.0440251572327044,p,g,m,z,j,x,o,c,q,pg,gm,mz,zj,jx
mealrgraxiadsnnfrongmieaasndhrshdfgxisrawemlxlheamhrrxeadraemnxdeiwotoex,ColumnarTransposition,0.0649452269170579,a,e,r,x,m,d,n,i,s,ae,er,rx,xm,md
htlphuecsryfxarfthewonunansehriwinexttxehiegsaooittxtaeocbseruloxwboowrhtrlahe,ColumnarTransposition,0.0579420579420579,e,t,h,o,r,x,a,s,w,et,th,ho,or,rx
fanitomhfccnlyrnijdcmfys,MonoalphabeticSubstitution,0.0434782608695652,f,n,c,i,m,y,a,t,o,fn,nc,ci,im,my
