Text,Cipher,IC,Top9Letters
xjsjwqbsqijrpuwhvijhgkphd,MonoalphabeticSubstitution,0.04666666666666667,jhswqipxb
tpstatdsjtaypgsipygjsyszrw,MonoalphabeticSubstitution,0.07692307692307693,stpyajgdi
dxrtvpdwxddxuxkdpfdadqme,MonoalphabeticSubstitution,0.10144927536231885,dxprtvwuk
kncpnostfipifppciwhckhqnp,MonoalphabeticSubstitution,0.07333333333333333,pncikfhos
imfesiogcmbwkeimkdgseocbie,MonoalphabeticSubstitution,0.06461538461538462,iemsogcbk
quauruenmwcqzviyuizpunmeu,MonoalphabeticSubstitution,0.07,uqenmziar
vphmmdvglotthpendsusnsus,MonoalphabeticSubstitution,0.050724637681159424,svphmdtnu
ksgdatnyrimnhyxgrzhwfz,MonoalphabeticSubstitution,0.025974025974025976,gnyrhzksd
fafzgjcsopexhkghirpyqkagq,MonoalphabeticSubstitution,0.03,gfaphkqzj
jyspqsjcyuvytdjfiekvtd,MonoalphabeticSubstitution,0.04329004329004329,jysvtdpqc
byegpfctukpyeoxjptdeftcjxyo,MonoalphabeticSubstitution,0.04843304843304843,yeptfcoxj
iwzewtegyhmjqxmzmuoztyxwy,MonoalphabeticSubstitution,0.05,wzymetxig
wqtqvpqqwsamsfiqwxdgzqx,MonoalphabeticSubstitution,0.07905138339920949,qwsxtvpam
bwunezrewxqynlriyinwtjvyk,MonoalphabeticSubstitution,0.04,wnyeribuz
lrhtcgcahawhgcjccaroghaw,MonoalphabeticSubstitution,0.09782608695652174,chagrwltj
javbzijpaeizebakvunxtilrnpkf,MonoalphabeticSubstitution,0.037037037037037035,aijvbzpek
oiwuurtcswslitcgbiqdbvnq,MonoalphabeticSubstitution,0.036231884057971016,iwutcsbqo
nutcxluesqrloxbuhxeuotn,MonoalphabeticSubstitution,0.05533596837944664,uxntleocs
zapjnxabyzxizulfcaicnxnzi,MonoalphabeticSubstitution,0.06333333333333334,zanxicpjb
fanitomhfccnlyrnijdcmfys,MonoalphabeticSubstitution,0.043478260869565216,fncimyato
hdugyxkmhumhquzwjfzlw,MonoalphabeticSubstitution,0.04285714285714286,humzwdgyx
cbreegewvozdmruyyzeggezjg,MonoalphabeticSubstitution,0.07,egzrycbwv
kwmoosujjogjwlxnusjpvmohzd,MonoalphabeticSubstitution,0.04923076923076923,ojwmsukgl
keavkkjlczerliepnsplwnk,MonoalphabeticSubstitution,0.05533596837944664,kelpnavjc
mikjoltqesforkcwmsfxkmcksf,MonoalphabeticSubstitution,0.052307692307692305,kmsfocijl
wsmkwcvkqkowewsmewsmvbxqxkw,MonoalphabeticSubstitution,0.08831908831908832,wksmvqexc
heqxjocmgjtoynoophptjo,MonoalphabeticSubstitution,0.06926406926406926,ojhtpeqxc
ohafvalmvdqbdmuvfxwbpal,MonoalphabeticSubstitution,0.043478260869565216,avflmdboh
ovxcvlloqerbvfdecocmtvzvgql,MonoalphabeticSubstitution,0.05982905982905983,voclqexrb
lthepbhyhtaecktaesrvacyylb,MonoalphabeticSubstitution,0.055384615384615386,theyalbcp
qizzmrhhitapxhygrivipjyre,MonoalphabeticSubstitution,0.05,irhzpyqmt
gokwogsxmpczkzcfsjdxtd,MonoalphabeticSubstitution,0.03463203463203463,goksxczdw
rjqiorjxryswwsuvpixigjqv,MonoalphabeticSubstitution,0.050724637681159424,rjiqxswvo
wehbzbnenkskmnsoakenzpaesy,MonoalphabeticSubstitution,0.06461538461538462,enksbzawh
ucplszjjnfbpiyajzuuittxbcy,MonoalphabeticSubstitution,0.04,ujcpzbiyt
vpuoruvfpexfursuypfahpwltc,MonoalphabeticSubstitution,0.052307692307692305,pufvroexs
vtpevguymplqwerzqegqwvq,MonoalphabeticSubstitution,0.05928853754940711,qvepgwtuy
mbwhruzxyrmywjfwmororybqhyb,MonoalphabeticSubstitution,0.06552706552706553,rymbwhouz
paqatzwpdcmdqyxacmewcszm,MonoalphabeticSubstitution,0.050724637681159424,acmpqzwdt
jxuunyxxceadissepgdriyxpik,MonoalphabeticSubstitution,0.046153846153846156,xiuyedspj
bvcyheqtkggiclolesebciif,MonoalphabeticSubstitution,0.043478260869565216,ceibglvyh
gktvjngjtqvfxjvzozxkxbpqmxq,MonoalphabeticSubstitution,0.05413105413105413,xvjqgktzn
hjdkkmjqzsdddqtkhpk,MonoalphabeticSubstitution,0.08771929824561403,dkhjqmzst
jhvlrualyeygvjwsphrzhquaws,MonoalphabeticSubstitution,0.036923076923076927,hjvlruayw
apdssfeqoshhpfufyeywkfu,MonoalphabeticSubstitution,0.05533596837944664,fspehuyad
ljvomtgbqxvgtsuuajmspafbra,MonoalphabeticSubstitution,0.033846153846153845,ajvmtgbsu
xffbkczpaudfvgqlsxleckczfu,MonoalphabeticSubstitution,0.043076923076923075,fcxkzulbp
rfnthxfjnmtfnmirfnwjikmis,MonoalphabeticSubstitution,0.07,fnmirtjhx
ywnrtyytxvyavnhxwtxxwvyrty,MonoalphabeticSubstitution,0.1076923076923077,ytxwvnrah
tfhrrfnlxznhyewhsnapurcxowexy,MonoalphabeticSubstitution,0.03940886699507389,hrnxfyewt
tzlqmcphejskpimqrbgtavjxhgmwqrhscxdvqancdwiqsgynynwwwi,Vigenere,0.03494060097833683,qwmchsign
uatyqzjmkrzomxzoldfejqwpmxzjpptofvmytwipinwrfjmjjnivvk,Vigenere,0.04262753319357093,jmzptofwv
awlxkebgoaeqlseyijtteakvsyxfdcunpaqaxcxarlxekldolf,Vigenere,0.045714285714285714,alxekoqsy
kngdgrkmkajrxzieitvroovsvajhwfzskrqkamooolvvpojrpwwewqizh,Vigenere,0.043859649122807015,okrvwajzi
whavzzxdarbcrsrmtwrfrmrwrfudmswradpimqnrdltkjmzhmnwadwx,Vigenere,0.06127946127946128,rwmdazhxs
utbzxerkawrldyvuglvzruvtuknjyznlnwrpbnnysyqsrwgtdnbqo,Vigenere,0.04354136429608128,nruytbzwl
xlneyylcdkcyxqcjjjwswngmxcmcvfnlscxayuaywuvtojjjtslunqywm,Vigenere,0.05137844611528822,ycjxlnwsm
vmtxzflssnpfaqrbkhlcikrqydyaggjyxctmygebjvfacvibynlezhsb,Vigenere,0.031818181818181815,ybvflsacg
akfmtgdicxdejbxxafbmtbxxnxasntxizqthbhroqkvytzvuqbzd,Vigenere,0.04524886877828054,xtbadzqkf
aidiihalbytptxifibfruqvxnueituzjuozsfgoaaxiucnbd,Vigenere,0.04698581560283688,iuabtxfdn
ovhxdnqaeforrkpfjisxnhmyczcjwtujrbvxmjjeqrnntogneosnbgcf,Vigenere,0.03701298701298701,njorxefcv
qcdifjitqavjstatuxuxnmmahnhgezidmkrjtkexphyzenziitllyah,Vigenere,0.03771043771043771,itahjxnme
itlxczfcknmlvdwgeejzwnmxqiosnjztmtzajmavzgnzusmozexsaao,Vigenere,0.04511784511784512,zmnatxejo
qugvhqhqcjzvtxcbvxbmruxikmbnayflujahceldwrxlmgkznvuiegfm,Vigenere,0.033116883116883114,uvxmqghcb
czpgxylkbnfsfalhyukchoxhspnrlqfpujlcaydodtpuhoorowhysfu,Vigenere,0.041750841750841754,hopylfucs
slsrpibvbfruteehgnnrnpjymrnncildiybutushcyzeedqil,Vigenere,0.04081632653061224,nrieslbuy
wwgdhmfxllnujrynminmcobeurkpoodacvnipdtthnvqvzxxiuxqhv,Vigenere,0.03284416491963662,nxvdhmuio
vstrzvufdqqqhbqfvrcttlelumuvbkfwvnbkfweealtyuephsbeelkbidb,Vigenere,0.047186932849364795,bevtufqlk
ujjnedrjnomswlksosyqufthigkdofmljcbgkdotcbbzlxvdwzlj,Vigenere,0.03469079939668175,jdolskbun
lepbuvjkwtvidyrevbvilfnxkqqpjqvuesrkvxmhyiqlemlbv,Vigenere,0.0467687074829932,vleqbkipu
fyatftqejjqpxlttbfjjzxavwhoktqznvhzrcbbqkysuisrbcfkvyky,Vigenere,0.039057239057239054,tfyqjbkzv
enjdjkhybzjuaqvpbnwjdyprlhxsdeysgkviigkvnnbuvrcihrcuvq,Vigenere,0.0363382250174703,vnjdkhybu
bsclnsdltocudfhuoactazliuuysqshhbicgnduyugwvxfovvgftg,Vigenere,0.04281567489114659,uscgldtof
zijjmfxyqalfncebbvmlwxiyaqbqzngkdosfbdbhrezmfyqczrfxy,Vigenere,0.038461538461538464,fbzyqmxij
golydajtkweipauxigfiesegtokztpmlpoiugeipnixeiphtsdvwirbtv,Vigenere,0.047619047619047616,itepgolda
ltqbagowzfjbytjskvjwetinxdwlhkuldbntbibgaatjkcyxgatvyv,Vigenere,0.04122990915443746,tbajlgwyk
vjuayxywjcjgsnyduhqrpmcqfvxwycqhzeyhpqkvgujspvjhjct,Vigenere,0.04627450980392157,jyvchqupx
wjfvsedheopjndvyxlysnmoybzdsgqxsofgalibunfnzocxibqjrozo,Vigenere,0.03636363636363636,osnjfdyxb
vajdmwmiovtpdywqjevizjkxbvvjevpeamhtvytirdnrkgvlcvtulro,Vigenere,0.04713804713804714,vjtdmiera
nzncvzhdzgryrpaoconiawmtqzuaamzuxtcjizlsvrdzmbdctsdoqzechy,Vigenere,0.043557168784029036,zcdanromt
xxbwvxltvvpuausfzbwneznpdupcagargjypglbfodunctqvvmaqgxrtjal,Vigenere,0.037405026300409115,vaxpugblt
mmxmocgqzlgpppjzxeplsgxjozgloqijkpkhbdzynaqcmfjskhcgpt,Vigenere,0.0440251572327044,pgmzjxocq
qzoinogyvuuapxwdrf,Vigenere,0.013071895424836602,ouqzingyv
owhltkwxjlykpmwkqhqogwptvsdcfzndcazuptohzwlbuzbcfukwwxuykt,Vigenere,0.04234724742891712,wktzuohlp
rwuoviugvinxgafmaciubapzivhntjkacfzickakcatzyvodzvi,Vigenere,0.04941176470588235,iavczukog
xsneriomgvvjlvxerjbosisiqcddwxldmjijpznqoeqacsqmdmeogzvm,Vigenere,0.04350649350649351,mseiovjqd
hfablhjohwsgusmaocrwvokslldkyeiwvgwaankxowuzqlzcmhzgod,Vigenere,0.03843466107617051,owhalsgkz
pgvriojlnxwfdswkckzhecjtrwmedxkgusihlbdeuqdfsdlgrmuudkxhp,Vigenere,0.03571428571428571,dkugrlxws
apxnzlhnudizvjzrhabgcyvotpradfhaztmrhaxhsvigzvhjpupl,Vigenere,0.0444947209653092,hazpvrxnl
hazuimqlhcdvtjjhmkpbjzxqklgmjbpmvuchjwiliukxwfaopebdjksidvk,Vigenere,0.03915838690824079,jkhimuldv
qerbzkrcuqyomyuiekxdfvfukbhftxbuflfvqikmrseplkglvvaenz,Vigenere,0.03843466107617051,kfeuvqrbl
gmhfiskwmlysxhddsubfidkhxfrljvskjfvmkdlepwnhidbmyyvhydmyi,Vigenere,0.04949874686716792,dmhyfiskl
qjrbkuqsbiafnkikcczvlimxvbektmmjesiuabtxynnqlh,Vigenere,0.035748792270531404,bkiqnmjus
topnecvbqnyvktpyzsoxnhkeaodxkwpajujqkkzllgaodibvdpgvvsglvbq,Vigenere,0.03798947983635301,vkopnbqad
ztkictfxkgzlaoxoyjycowsyyfojkiowpceqrxyocapw,Vigenere,0.049682875264270614,oyckxwzti
wxjkwdxkzpjojqmhmuupasnrdtfcbcmywdjylgkjgzbwyqgkwzuxapm,Vigenere,0.03838383838383838,wjkmxdzpu
zxurtkuzyeghehajiqennudmiyjdesyerkerbkncnxmllvhqsijyzgatt,Vigenere,0.03696741854636591,eynzurtkh
rhljjdzmwkhnmhcvkvdnmxlcjhebzhikothiwnhbostgsctfiuomdhvzpj,Vigenere,0.04295220810647308,hjmdzkncv
ptzhxusrbmperpipeuntrjipfazncxkkoduxflwiyseubaeihxzpnkb,Vigenere,0.03973063973063973,pxueizrbn
uqywusigpatjmauajpueishfzcyqbvcvbnfzjdolrrvopfjdgyodce,Vigenere,0.030747728860936407,ujypafcvd
zbkthswxvavvlvamxirylbrwlhamzswnlsmtndrnvjyarngs,Vigenere,0.04609929078014184,vsalrnwmz
oknnxeqferwbonahxajwsdmouxlusuxzwbxtnceausyzgxmpvmwdp,Vigenere,0.03773584905660377,xnwuoeasm
ycmvsbminzxdingrhjphsedoccqgjziqhayzmmqrajgphalamirgxcvx,Vigenere,0.03961038961038961,mcighazxr
hijoubgsufafckjwronffmylugwfqfiamjpepwhbaqnrjjteqszsuldh,Vigenere,0.03636363636363636,fjuhsawqi
zhcgtwmpkncveatmmqxsotffilatowmvewkkjxysrqjkclatotqcswnemp,Vigenere,0.03932244404113733,tmcwkeaqs
iraubcpkudkkanxstmgjvgylefcmkmkglqiopuaqzgupemoltjchanu,Vigenere,0.03636363636363636,ukamgcpli
ifuxyrkjrfgxbmvzlngfujjhxjgpqulkvhdzjwipmzdsjvvu,Vigenere,0.041666666666666664,juvfxgzir
gukislcihciypeveswcvrokuqqrhltrzvjejwjtwixpechfsvgizpqdg,Vigenere,0.03701298701298701,icevgshpw
zloiwjuqaklkumkhxrdhdxujqfqxodafujeyinbelfpkonnkhtbfviwm,Vigenere,0.03506493506493506,kufloijqh
beryvtvxtayzimezclamzipokjatixlsexkyxmamsiemvtowtvaivvqi,Vigenere,0.053246753246753244,vitamexyz
vwytwtqqdzirhuszcbsjxoumsimvhrrzhvkxkafzqtcahxyxhbiluk,Vigenere,0.0363382250174703,hzxvtqiru
tmniflatxkivdpltehlolfqtnldldhagguazannovazqjganoledysnhaz,Vigenere,0.05202661826981246,lantdhogz
tmlyrcebdbapelsminkexcqulmluoiykwzslezuupvybdrqbliljittt,Vigenere,0.04220779220779221,ltebiumyr
jdckqxaqniklmmrqppbjutczacxygqznbbpummffvibqnacumxoegs,Vigenere,0.037037037037037035,qmcbxanpu
uscwgezdpibfkacjknxnxverlkagmjhqiofnzkuvwbajvzqgyehoce,Vigenere,0.029350104821802937,ekcgzajnv
cnrusuuocejndrjykndqaeqrjuodnasrkxdaxrfvzgxrfxzqbrtjhg,Vigenere,0.045422781271837874,rnujdxqac
uyjlebcnnyyrzntnfpxsanjiqxslrxxctwccryfqjnxcjbumnyjsb,Vigenere,0.054426705370101594,nyjcxbrsu
vvsqbxmulcby,Vigenere,0.030303030303030304,vbsqxmulc
pjtygaecsrjfpcegufkvbvtqjqgvusbtlyozevwrzylqzrtabuevifxnap,Vigenere,0.03508771929824561,vtepjygar
dwugcsqwnidvgyrlejppchfyjcodtldlpomoocjsbeomiobrqunzmkp,Vigenere,0.03569023569023569,odcpljmwu
dundauslbrbqibuefrcdahfnijrhhubignupadfhvvxpaersrbba,Vigenere,0.05279034690799397,buardhnif
ukquokcmgdorikjshpoejmnxbueckgmfhfllcwmrdvrrmzvpgkcnkhjuqvoqcwm,Vigenere,0.0409626216077829,kmcuorqgj
crcxdngfyooktuuiimkqqqghokcqerxkqikorytnxyudkswreeo,Vigenere,0.04941176470588235,koqrcxyui
elxjgatipvkdlgtdyzkpclsdtkrlgtpfihwpsvgdwpspgpkicpprs,Vigenere,0.0602322206095791,pgltkdsiv
plncailndyzsgsibwsacjbgbohwjunhbqepscuvihddzwmgihswoppw,Vigenere,0.041750841750841754,swpibhncd
frfqsjmaaurbdcqntdjkwfhuvwklesuhzhyhlfotemxfehipfwvs,Vigenere,0.03544494720965309,fhsuwerqj
nmxwcknbueaxeazuyqmfongjefmqaxgouftrsznizeayckzviqekywtpk,Vigenere,0.03634085213032581,enkazmxuy
ryysgujqcybqdsqflcjbbjbqtjywmulyljxydmyjeydacygqachl,Vigenere,0.06561085972850679,yjqcbldsg
fqujdfslzmtwcclrtmzzyiavdnspwhhpxaftzcchsirivsjxaamjrm,Vigenere,0.03773584905660377,szmcafjtr
ukqskjtjepqcfrcevjkykgdzycdxboxlcwddezpekigooixduoavlrbyt,Vigenere,0.03634085213032581,kdecojyxu
tuqrqdhiskjnppozrnirpdobwnnwvboljlyrqx,Vigenere,0.03840682788051209,rnqpodijb
irynsbgvuaugkzebigeyzbwagnnpwutggagbtgqiogjrsuhfloggjr,Vigenere,0.06079664570230608,gbuirnays
btkyqmhbbnyenwxycsqmkyfsvwahcxzwdpuuxozonddwsthabfeollwkyl,Vigenere,0.03569267997580157,ywbkhnxsd
xiawvkptfuwsnjkfxqzmbitbgovlmibpdxeyqvhpiteeuwefautedrv,Vigenere,0.03434343434343434,eivtxwpfu
xadyrfoyzfeserugwsssvborqhivhzdcpvkqzqpjfilvpphiv,Vigenere,0.03741496598639456,vsprfzqhi
ujbdykiwvkemyfqvefpkhzufkuarcacoeoxtodcvtlksvzyjvjtzqtvs,Vigenere,0.03831168831168831,vktujyefz
rooacvvqgjiiuwszvjaivlofsvfdwrkmrscuiusxepsvxuvclrfusscu,Vigenere,0.05584415584415584,vsurciofa
chcbhictgrlypsusupchyhkpfaqadcaicrlybtcogzopsgktwgfwv,Vigenere,0.04354136429608128,chgptysab
vomtadednzxegitumvrqudjuzvomtnuhzixefohkxopskefzlryoohk,Vigenere,0.039057239057239054,oezuvmtdx
ezwdbcvknpdwwuoxsrkcxbjpubhkhmwuralzpdetaztuvzgpctlgrsfmysythuofqmv,Vigenere,0.031207598371777476,uzwptdbcv
yjvkzbsnatgtvsrumcnpouegsxdqnmjpjhgugxdekiitdbscqmzii,Vigenere,0.03265602322206096,sgijntumd
umfveqaxgndppbzsufriwqqtkkosnfmbrqztebdjgchbrqtuegtbrjmdyg,Vigenere,0.03569267997580157,qbgrtumfe
ivglsvmdbimijhkgekobmijywntyhkofgeogtjexmpledafwho,Vigenere,0.03836734693877551,igmeojhkv
phqevfcyaoicaxdyoffxqapvqvzezuigogifikjoflwjrunchseqzag,Vigenere,0.037037037037037035,fqaoievcz
vksqngonmrweyeoinufzmeurvtokbokaywdwxaxzilgvdgprcuxnephmpri,Vigenere,0.032144944476914086,norevkgmw
trkdamkfzvhuuoqgldmjzvrqscnjpbesxuuileqmbngjrkrvygyjdb,Vigenere,0.031446540880503145,rujkdmvqg
qihluobuakphlohduucgdkpkqzvpdrbmhxfoaapjrrxmzodgtjrsqy,Vigenere,0.0363382250174703,huopdrqak
kmiuyfpxycpghwdyzxnggmakjcwrubysvkdvltwdjcoyugyzbdufvfsglyyc,Vigenere,0.04293785310734463,ygucdkfwv
vfwbgvtwofvncprqtjvmfhzwopsuwzqrkjdjvgzulwvcfjyzprsagrnmt,Vigenere,0.040726817042606514,vwfrjzgtp
svvjcxlberrxqblwwztmlkghrsyjwfzdbvtmheokaulnvbdwhvmfycou,Vigenere,0.032467532467532464,vlbwrmhsj
pifplynagazgqlejvemfhoirqnzelenameleahxfynvdpevfmsmovao,Vigenere,0.04915824915824916,eaflnvmpo
qjubkhaaqwdlzdtwrnpxvexryqqfzycxxxqvlckaexcbqkvjwcmk,Vigenere,0.0444947209653092,qxkcawvjb
hdkyafkgechkstmgyjmdulgudqoclmrlzrmdgpxsijncmfgbpgregud,Vigenere,0.04242424242424243,gdmkculrh
ktiblbathdybgvuwjhsmlzfjsvpodqeotlpuguyefhedheobqnijvc,Vigenere,0.03214535290006988,bhetldvuj
tfxighyqcwhamirvkiyrabilxtpjpuaefxiolzkwzejapzxyxwppuvtzbsx,Vigenere,0.0385739333722969,xipaztywf
jwqdidppacaiqdbhbghwrfqhlzqhwfadjdcuhvmrleqbyxsgnjho,Vigenere,0.04072398190045249,hqdjwabip
ekddhefuyewwstbxfndkxzfobexjsxxhrexwlwajjcbdgwlgyecimjpu,Vigenere,0.04285714285714286,exwdjfbkh
wnzgscqruxqjdcmgrczfihdjoemlkuxbztkuyabdcwzcwhokd,Vigenere,0.034013605442176874,czdwukgqr
gsvywgloxnvopcjokciwrpznmsfnwaxcxxnrivemzrecxmgavksakr,Vigenere,0.04122990915443746,xvncrgswo
gsjzycpolugwjzyvrnfuymcsltxyegwtufnddyzhpgdvzmxpyfxrxws,Vigenere,0.03973063973063973,ygzxspuwf
dqfdwadkpxkhogvofqmwjcqulzyutwofgelbknnqkvvjwiqnnekiv,Vigenere,0.038461538461538464,qkwvndfog
jminrinehlfkcitpnaobukvobcadfgtookjizbsydiyfblvdsxfdaypsu,Vigenere,0.03508771929824561,ifobdnkas
zckemrkamytfmynrkoclaxzgcrinzjhbfmourtqfmoijaibrkzwk,Vigenere,0.042232277526395176,kmrzcafoi
wixeyifzbnmnvygxvzinmcopuibofoibopcrrnbpwoofqrgnrelhcbeefzp,Vigenere,0.04734073641145529,oibnefprz
uedwwzhciudrtejcjeqdezejsowspdjvfdhddlwmuxhpwppjoshesp,Vigenere,0.05870020964360587,dewjphsuz
hobwddktlvnrrsapflglwmzywpfstgxckzrrsnywacrwibaezbsiskbyyp,Vigenere,0.03871748336358137,wrsbyklap
oytbrutidrkaieoynekdrpxroadeaeykaityoavayyjxrvkkyoblvehngo,Vigenere,0.05807622504537205,yoarketid
cnnuahcgmhpyjmkutofgqowpqdzqlaadvawwkhbedbdsqxxphzjddwmmw,Vigenere,0.03884711779448621,dwahmqpcn
ytxczwxtkmaorrueuqtpjsmedaumtfqrarhhnbw,Vigenere,0.03508771929824561,trmauxweq
udhozxawcmqsszdcddtcwpybnmghuwdtuumshoajyewjgunujyoiwumxpf,Vigenere,0.043557168784029036,udwmhocsy
hzoyblokkzzasypxakkzyslmejonlinztmrjejvzkbzlkgnvbnoa,Vigenere,0.05279034690799397,zkolnybaj
ymcdvwcmevdlogcqpbcnibrijxjoqmugiczmwsuhuiqwzwucajt,Vigenere,0.04,cmwiuqjdv
cszzvpkypncelfgveeysrtbcryivbcxeswaazzbsjsjvrognjjf,Vigenere,0.042352941176470586,sczvejyrb
baenaxxlwtbtgcgmlzdxqbsrahaowebmhcdxrtnylapphikzijfts,Vigenere,0.033381712626995644,abxtlhenw
kdlktdnnpxtnbsunotmgthdcyrteemywqyntmdkvxcbetxpqljnkujvta,Vigenere,0.046992481203007516,tnkdxmyel
hcgxnerrhcwnduvwgpzadcncpgxrsagzzswgtpicpgatcrhtwgdb,Vigenere,0.05580693815987934,gcrwphndz
txhfakqvcujrenmlacthairmeuoksytcubchorqxrdevborwjwmlzsidx,Vigenere,0.03132832080200501,rctxhauem
azioziiwhvhztkspchbulixnzxdxuviuclkwrckxvfbazekeljmfsow,Vigenere,0.03771043771043771,zikxwhvcu
jucgyfjzqpmsfhuhvgzwdjxjjdkvcsmuejlvdydsjpopkdfdkisdfovi,Vigenere,0.05,jdfsvupkc
vcvagnhfjuhjdqubqgqbkulpjolgzjdgjvuydykrugoyzbwydf,Vigenere,0.04653061224489796,gjudyvqbh
xoemkxqjaeneptetfdvmdfdjnidaiftntalpuwmppuwmppucwmdpag,Vigenere,0.0517120894479385,pmdeatnfu
ygkcypatpwpzlknfogfsahjdojushdkqtcdegueziqivrwcpnqvcj,Vigenere,0.029753265602322207,cpgkjdqya
xehahxijujttaomrvbpctnxxnuujgntghapqneaeiinafeaqltyexydix,Vigenere,0.04949874686716792,xaetnihju
mtvsvynsqximrlrwngiqfxxnnajzhxxgrmutsqjtclqdwspjwmpib,Vigenere,0.038461538461538464,xmsnqtirw
cfxczmjouuklvsuxatvtjqogtdqpskmfjtatxitqaydueeyamue,Vigenere,0.042352941176470586,tuaxmjqec
weggovbrxqeldaydkbuzipjupszqlmtvjcecsmayzbpuzpovvb,Vigenere,0.03346938775510204,vbzpeugoq
tktgbntssappdgpykghstjftpctuuttetytfpqovvddeqlnmadlsbdb,Vigenere,0.05858585858585859,tpdsgbkna
yfogxboppgeizpovbxqxcommuvgruojpistxjivrystbgzrzxpkcloj,Vigenere,0.04377104377104377,oxpgbizvr
ziectzxolggocrtypforuoownzpceiugfcdsfuxckdechgsymwgsidxkt,Vigenere,0.041979949874686714,cogzietxf
rvlshlzxiiqmyljeemeenliajpqmzncwuzivbhbjfwushqcatp,Vigenere,0.03428571428571429,liehzqmjv
ylkezglwvemvzabrlaymlrnazblmvtyvvplwaqqgavoobronkdnofijeux,Vigenere,0.04295220810647308,lvaoyezmb
xomlzhavwtvmjuufmxaavxiwmkbazozmiigxvlsqkramjgimbqpxny,Vigenere,0.045422781271837874,mxavizolw
xcwwxccolrhcriurmkhlyrdipdchzhduavhtloyiqgymhyrbsuefavhlj,Vigenere,0.042606516290726815,hcrlyiudx
nidwsexqdzjpetvlmpfsydjzohrahsbtbofwcpbxtfworardnwpggwrrov,Vigenere,0.03569267997580157,wrdpostfb
itayfedjcitfojrnfxpkrojvzinhjjsrzavdwmynfnsysclryhqngyhjmp,Vigenere,0.03932244404113733,jynfrihst
izqfkequnlhvooyuqumoycqhyrxuqoqpeujnzscqkjdjaamimdxyutnrd,Vigenere,0.043233082706766915,quoynmjdi
nowhzmrhmbvhyrziywmwwhzmfzcpspawgvnxlsyinzrhhusdnnjw,Vigenere,0.05128205128205128,whnzmrysv
npsyddipzvseoquxrxpdeyvytjhweculfrqfkditfjhgbtoimmytaht,Vigenere,0.030976430976430977,tydpiehfs
ywnfvgbaueqdnljbqhjgocwhakkkimhqplbjvtgywhuw,Vigenere,0.03488372093023256,whgbqjkyn
tlpqhzawzmobawxzoopecsrihmddvwaxpskdtwtqzdlxpqfrupoclvpsdd,Vigenere,0.04295220810647308,pdzwotlqa
sbbrrzezescjcwcoctianxjaijayjwmpwlsdhdasceezekm,Vigenere,0.045328399629972246,ecsjazwbr
sysqgffgaswuulfqpgbshsryfsemmadhgrcuftqtphndjsitbhwu,Vigenere,0.04751131221719457,sfguhqtya
cadqsxliorivgmzetcrdjaozvhjrzkfpovasaaoqxklakaqcqs,Vigenere,0.045714285714285714,aqocsrvzk
qmgevwpivgwjnqsqsbnvhfigrpzwryuigreprwvmyhqfsrvwawagxprh,Vigenere,0.05,wrgvqpish
agqwdemfpmxhtpzwggszhqgndmugohx,Vigenere,0.047311827956989246,gmhqwdpxz
growywpuxbxpwkhgzdnvpfphgjnzbcvlsakmqgrcslokyvxdvl,Vigenere,0.0326530612244898,gpvwxklro
msdmtcznkhbbsmsvxmscrtmooetcmmaetpeevsmkobwexchjgpwtlxsvzs,Vigenere,0.05565638233514821,mstecbvxo
dlwjfzpsdramigvqgynoyzmevcxuvjbbhvimtzbudrlwdkbullzayucygzx,Vigenere,0.034482758620689655,zdlvyubmg
ssqdchiyqbxnwellxeensqeonsoelneeqbifrdlkaolepsldwtpura,Vigenere,0.05450733752620545,elsqndoib
ulkorhaoyxulejtqkpnjuldcikvbnxqcvfklunnwhsvmhrmhhnlukoajluwt,Vigenere,0.04350282485875706,ulkhnojvr
hznfemyiwbkcxj,Vigenere,0.0,hznfemyiw
zpvdzmd,Vigenere,0.09523809523809523,zdpvm
blifcsyhkepwytgotdnuxikqjdnbxslbeufdkhofggyefwshajhbejb,Vigenere,0.03636363636363636,bfhesykgd
tgilbkgehjtctlalylevwlpxuspaeyjgidetrhpunhbjatcamcjesrvereo,Vigenere,0.04324956165984804,etljaghcp
azlgxdnejxkudfivtudesbludmqyqqlpqydthormggrmtzgvdteahpsbyw,Vigenere,0.034482758620689655,dgtqleumy
bkhthckkwcybwqkrsvwbbjiztberalciexorvixdebjxkrsxzdruyzrjirl,Vigenere,0.046756282875511396,rbkixcwjz
sszklnahcmbpheuldqoismblxkslvtaewmsrnpkxbcjwliazdjhc,Vigenere,0.03544494720965309,slkahcmbz
mzkeveelvjhtgerwntlfcptzshwubghetduzgnawgiagyalseugvnmeoagz,Vigenere,0.046756282875511396,egztavlhw
nvsiavgniwedmq,Vigenere,0.03296703296703297,nvisagwed
kjdrcorbeewqzbmhdnzwxbzoruyspukxulzhsqelfvincmlhcpaopcs,Vigenere,0.030976430976430977,czrobehus
dqlbtrofhdjyxhtvabkjkexhtubttbrsxgbaoxmqvnxztbrkwcywwig,Vigenere,0.04040404040404041,btxrhkwdq
tromqtutofzsklpsrpknoyytfrrdoxltqzuwogzerxtijxvtvfuxogmslp,Vigenere,0.04597701149425287,torxufzsl
arqqfyuiubwpyvcxyqjskqmpgtnlxtlmmktqlamijlvmlducarafuwww,Vigenere,0.04090909090909091,qmlauwytr
